Brand,Fuel Type,Driven Kilometers,Transmission,Owner,Car_Age,Price (in ₹)
1.5042504378622656,-0.7702997686968237,1.7659989081373122,0.6218303458748017,-0.5904441852037478,0.464170523419937,965000
-0.8143965743656355,1.124147718981584,0.35343746358189426,0.6218303458748017,-0.5904441852037478,0.23374064874071007,315000
-0.6360391118865663,1.124147718981584,-1.3037833161416188,0.6218303458748017,-0.10468868531981348,-1.1488385993346515,815000
-0.8143965743656355,1.124147718981584,-1.2114590387196962,-1.5639975365941976,-0.10468868531981348,-0.22711910061774376,500000
-0.10096672444935825,-0.7702997686968237,1.0735668274728916,-1.5639975365941976,0.3810668145641207,1.8467497714952987,171000
0.07739073802971108,1.124147718981584,-1.274931979447268,0.6218303458748017,0.3810668145641207,0.9250302727783908,180000
1.682607900341335,-0.7702997686968237,-0.5421080274107563,0.6218303458748017,-0.5904441852037478,-0.4575489752969707,379000
1.8609653628204044,-0.7702997686968237,0.3580536774529904,-1.5639975365941976,-0.10468868531981348,-0.6879788499761976,2400000
0.07739073802971108,1.124147718981584,0.8901184882355311,0.6218303458748017,-0.5904441852037478,1.1554601474576178,295000
-0.6360391118865663,1.124147718981584,-1.3037833161416188,0.6218303458748017,-0.10468868531981348,-1.1488385993346515,815000
1.3258929753831963,-0.7702997686968237,0.26572940003106765,0.6218303458748017,-0.10468868531981348,-0.22711910061774376,350000
-0.6360391118865663,1.124147718981584,-1.3037833161416188,0.6218303458748017,-0.10468868531981348,-1.1488385993346515,815000
-1.7061838867609822,-0.7702997686968237,-0.5421080274107563,-1.5639975365941976,-0.5904441852037478,-0.4575489752969707,4850000
-0.10096672444935825,-0.7702997686968237,-0.3574594725669108,0.6218303458748017,-0.5904441852037478,0.23374064874071007,435000
0.43410566298784975,1.124147718981584,-1.0498915532313313,-1.5639975365941976,-0.5904441852037478,-1.1488385993346515,1675000
0.07739073802971108,1.124147718981584,-1.6038372177628677,0.6218303458748017,-0.5904441852037478,-0.6879788499761976,280000
1.3258929753831963,-0.7702997686968237,-0.33437840321143014,0.6218303458748017,-0.5904441852037478,-1.1488385993346515,775000
-1.7061838867609822,-0.7702997686968237,0.27147658630058236,-1.5639975365941976,-0.5904441852037478,0.6946003980991639,985000
0.07739073802971108,1.124147718981584,0.15032405325366424,0.6218303458748017,-0.5904441852037478,0.464170523419937,315000
0.07739073802971108,1.124147718981584,0.6119454403632779,0.6218303458748017,-0.10468868531981348,2.3076095208537524,90000
-0.10096672444935825,-0.7702997686968237,-0.8883240677429666,0.6218303458748017,-0.5904441852037478,-0.4575489752969707,910000
-1.7061838867609822,-0.7702997686968237,-0.5421080274107563,-1.5639975365941976,-0.5904441852037478,-0.4575489752969707,4850000
0.07739073802971108,-2.6647472563752315,1.0735668274728916,0.6218303458748017,2.324088814099858,1.8467497714952987,160000
-0.6360391118865663,1.124147718981584,-1.3037833161416188,0.6218303458748017,-0.10468868531981348,-1.1488385993346515,815000
-0.8143965743656355,1.124147718981584,-1.615377752440608,-1.5639975365941976,-0.5904441852037478,-1.6096983486931054,1499000
-0.6360391118865663,1.124147718981584,-1.3037833161416188,0.6218303458748017,-0.10468868531981348,-1.1488385993346515,815000
-0.10096672444935825,-0.7702997686968237,-1.2807022467861382,0.6218303458748017,-0.5904441852037478,-1.3792684740138783,1775000
-1.8845413492400516,-0.7702997686968237,0.15032405325366424,-1.5639975365941976,-0.5904441852037478,0.23374064874071007,1850000
